Time,PID,Virt,Res,CPU,Memory,TCP Connections,Thread Count,User,System,Children_User,Children_System,IO,uss,swap,processor_num,core_num,cpu_num,cpu_ids,process_status,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
2025-05-20 02:21:34,14846,128712704,33882112,0.0,0.10152861193376042,0,2,0.12,0.01,0.0,0.0,0.0,18972672,0,1,1,1,0,sleeping,129,3,0,0,8002057,22
2025-05-20 02:21:36,14846,128712704,33902592,0.8,0.10158998077559661,0,2,0.13,0.01,0.0,0.0,0.0,18980864,0,2,2,1,0,running,257,5,0,0,16001634,7999575
2025-05-20 02:21:37,14846,132964352,37855232,14.2,0.11343416724997751,0,2,0.28,0.02,0.0,0.0,0.0,22929408,0,2,1,1,0,sleeping,257,7,0,0,16001634,7999588
2025-05-20 02:21:38,14846,132964352,37855232,0.0,0.11343416724997751,0,2,0.28,0.02,0.0,0.0,0.0,22929408,0,2,1,1,0,sleeping,257,7,0,0,16001634,7999588
2025-05-20 02:21:39,14846,132964352,37855232,0.0,0.11343416724997751,0,2,0.28,0.02,0.0,0.0,0.0,22929408,0,2,1,1,0,sleeping,257,7,0,0,16001634,7999588
2025-05-20 02:21:40,14846,137203712,37257216,13.7,0.11164219706836134,0,2,0.41,0.05,0.0,0.0,0.0,22274048,0,2,2,1,0,sleeping,385,11,0,0,24001163,15999170
2025-05-20 02:21:41,14846,137203712,37257216,0.0,0.11164219706836134,0,2,0.41,0.05,0.0,0.0,0.0,22274048,0,2,2,1,0,sleeping,385,11,0,0,24001163,15999170
2025-05-20 02:21:42,14846,144896000,46825472,13.4,0.14031371997422018,0,2,0.56,0.05,0.0,0.0,0.0,31985664,0,2,2,1,0,sleeping,513,15,0,0,32000890,23998704
2025-05-20 02:21:43,14846,144896000,46825472,0.0,0.14031371997422018,0,2,0.56,0.05,0.0,0.0,0.0,31985664,0,2,2,1,0,sleeping,513,15,0,0,32000890,23998704
2025-05-20 02:21:45,14846,144896000,46825472,0.0,0.14031371997422018,0,2,0.56,0.05,0.0,0.0,0.0,31985664,0,2,2,1,0,sleeping,513,15,0,0,32000890,23998704
2025-05-20 02:21:46,14846,144896000,46825472,11.6,0.14031371997422018,0,2,0.69,0.05,0.0,0.0,0.0,31985664,0,1,1,1,0,sleeping,641,19,0,0,40000773,31998436
2025-05-20 02:21:47,14846,144896000,46825472,0.0,0.14031371997422018,0,2,0.69,0.05,0.0,0.0,0.0,31985664,0,1,1,1,0,sleeping,641,19,0,0,40000773,31998436
2025-05-20 02:21:48,14846,158601216,63602688,13.9,0.19058707520641102,0,2,0.83,0.07,0.0,0.0,0.0,48758784,0,1,1,1,0,sleeping,769,23,0,0,48000688,39998324
2025-05-20 02:21:49,14846,158601216,63602688,0.0,0.19058707520641102,0,2,0.83,0.07,0.0,0.0,0.0,48758784,0,1,1,1,0,sleeping,769,23,0,0,48000688,39998324
2025-05-20 02:21:50,14846,136413184,41566208,13.4,0.12455420139069161,0,2,0.97,0.08,0.0,0.0,0.0,26710016,0,1,1,1,0,sleeping,897,27,0,0,56000561,47998244
2025-05-20 02:21:51,14846,136413184,41566208,0.0,0.12455420139069161,0,2,0.97,0.08,0.0,0.0,0.0,26710016,0,1,1,1,0,sleeping,897,27,0,0,56000561,47998244
2025-05-20 02:21:53,14846,136683520,41435136,12.5,0.12416144080294012,0,2,1.1,0.09,0.0,0.0,0.0,26578944,0,1,1,1,0,sleeping,1025,31,0,0,64000392,55998122
2025-05-20 02:21:54,14846,136683520,41435136,0.0,0.12416144080294012,0,2,1.1,0.09,0.0,0.0,0.0,26578944,0,1,1,1,0,sleeping,1025,31,0,0,64000392,55998122
2025-05-20 02:21:55,14846,144683008,49299456,13.4,0.1477270760680296,0,2,1.24,0.1,0.0,0.0,0.0,34582528,0,1,1,1,0,sleeping,1153,35,0,0,71999883,63997958
2025-05-20 02:21:56,14846,144683008,49299456,0.0,0.1477270760680296,0,2,1.24,0.1,0.0,0.0,0.0,34582528,0,1,1,1,0,sleeping,1153,35,0,0,71999883,63997958
2025-05-20 02:21:57,14846,144683008,49299456,0.0,0.1477270760680296,0,2,1.24,0.1,0.0,0.0,0.0,34582528,0,1,1,1,0,sleeping,1153,35,0,0,71999883,63997958
2025-05-20 02:21:58,14846,144683008,49299456,11.6,0.1477270760680296,0,2,1.37,0.1,0.0,0.0,0.0,34586624,0,1,1,1,0,sleeping,1281,39,0,0,79999464,71997454
2025-05-20 02:21:59,14846,144683008,49299456,0.0,0.1477270760680296,0,2,1.37,0.1,0.0,0.0,0.0,34586624,0,1,1,1,0,sleeping,1281,39,0,0,79999464,71997454
2025-05-20 02:22:00,14846,152686592,57425920,13.4,0.17207823250862203,0,2,1.51,0.11,0.0,0.0,0.0,42672128,0,2,2,1,0,sleeping,1409,43,0,0,87999157,79997040
2025-05-20 02:22:02,14846,152686592,57425920,0.0,0.17207823250862203,0,2,1.51,0.11,0.0,0.0,0.0,42672128,0,2,2,1,0,sleeping,1409,43,0,0,87999157,79997040
2025-05-20 02:22:03,14846,144683008,49491968,12.5,0.1483039431812896,0,2,1.65,0.11,0.0,0.0,0.0,34672640,0,2,2,1,0,sleeping,1537,47,0,0,95998814,87996738
2025-05-20 02:22:04,14846,144683008,49491968,0.0,0.1483039431812896,0,2,1.65,0.11,0.0,0.0,0.0,34672640,0,2,2,1,0,sleeping,1537,47,0,0,95998814,87996738
2025-05-20 02:22:05,14846,144683008,49491968,12.5,0.1483039431812896,0,2,1.79,0.11,0.0,0.0,0.0,34672640,0,2,2,1,0,sleeping,1665,51,0,0,103998357,95996400
2025-05-20 02:22:06,14846,144683008,49491968,0.0,0.1483039431812896,0,2,1.79,0.11,0.0,0.0,0.0,34672640,0,2,2,1,0,sleeping,1665,51,0,0,103998357,95996400
2025-05-20 02:22:07,14846,144683008,49491968,11.5,0.1483039431812896,0,2,1.91,0.12,0.0,0.0,0.0,34676736,0,2,2,1,0,sleeping,1793,55,0,0,111997736,103995948
2025-05-20 02:22:08,14846,144683008,49491968,0.0,0.1483039431812896,0,2,1.91,0.12,0.0,0.0,0.0,34676736,0,2,2,1,0,sleeping,1793,55,0,0,111997736,103995948
2025-05-20 02:22:09,14846,144683008,49491968,0.0,0.1483039431812896,0,2,1.91,0.12,0.0,0.0,0.0,34676736,0,2,2,1,0,sleeping,1793,55,0,0,111997736,103995948
