Time,PID,Virt,Res,CPU,Memory,TCP Connections,Thread Count,User,System,Children_User,Children_System,IO,uss,swap,processor_num,core_num,cpu_num,cpu_ids,process_status,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
2025-05-20 03:51:20,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,26365952,0,7,4,1,0,sleeping,47,13,0,4096,13757,4159
2025-05-20 03:51:21,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9752576,0,7,4,1,0,sleeping,61,20,0,8192,16277,6623
2025-05-20 03:51:22,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,7,4,1,0,sleeping,61,20,0,8192,16277,6623
2025-05-20 03:51:23,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,7,4,1,0,sleeping,61,20,0,8192,16277,6623
2025-05-20 03:51:24,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,63,21,0,8192,16545,6883
2025-05-20 03:51:25,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,63,21,0,8192,16545,6883
2025-05-20 03:51:26,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,65,22,0,8192,16813,7143
2025-05-20 03:51:27,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,65,22,0,8192,16813,7143
2025-05-20 03:51:28,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,65,22,0,8192,16813,7143
2025-05-20 03:51:29,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,65,22,0,8192,16813,7143
2025-05-20 03:51:31,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,65,22,0,8192,16813,7143
2025-05-20 03:51:32,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,69,24,0,8192,17090,7404
2025-05-20 03:51:34,20820,2119233536,30781440,0.0,0.09223736927976423,0,12,0.0,0.01,0.0,0.0,0.0,9744384,0,6,3,1,0,sleeping,69,24,0,8192,17090,7404
