Time	numpids	numthreads	maxprocessors	maxcores	maxcpus	cpu_ids	sumuss	sumswap	sum_read_count	sum_write_count	sum_read_bytes	sum_write_bytes	sum_read_chars	sum_write_chars
2025-05-20 02:22:35	17	60	8	4	1	0	1964986368	0	451925	112686	1552961536	3670151168	15834189755	8376501527
2025-05-20 02:22:36	17	60	8	4	1	0	1983438848	0	455868	112930	1565544448	3678531584	15924285290	8464882525
2025-05-20 02:22:37	17	60	8	4	1	0	2006249472	0	459068	113153	1573949440	3686326272	16004803932	8544673424
2025-05-20 02:22:39	17	60	8	4	1	0	2003623936	0	462319	113393	1573949440	3694800896	16087546042	8625143700
2025-05-20 02:22:40	17	60	8	4	1	0	2026123264	0	466479	113657	1590759424	3703865344	16190510869	8730205105
2025-05-20 02:22:41	17	60	8	4	1	0	2037121024	0	470097	113917	1599148032	3712897024	16290484450	8835223831
2025-05-20 02:22:42	17	60	8	4	1	0	2025873408	0	473912	114170	1607536640	3721879552	16377493384	8916203496
2025-05-20 02:22:43	17	60	8	4	1	0	2007412736	0	478072	114435	1615958016	3731091456	16480928210	9021413410
2025-05-20 02:22:44	17	60	8	4	1	0	2021199872	0	481282	114666	1620152320	3739279360	16562560192	9101591390
2025-05-20 02:22:45	17	60	8	4	1	0	2013184000	0	485131	114928	1632735232	3748229120	16664011337	9206533027
2025-05-20 02:22:46	17	60	8	4	1	0	2006011904	0	488718	115181	1641140224	3757137920	16749440048	9287437653
2025-05-20 02:22:47	17	60	8	4	1	0	2027917312	0	492884	115444	1653739520	3766280192	16852788988	9392574830
2025-05-20 02:22:49	17	60	8	4	1	0	2013929472	0	496151	115696	1657933824	3775262720	16936910859	9473552957
2025-05-20 02:22:50	17	60	8	4	1	0	1989935104	0	500286	115948	1670516736	3783897088	17038585395	9578182134
2025-05-20 02:22:51	17	60	8	4	1	0	2017280000	0	503558	116201	1674711040	3792789504	17122594786	9659072063
2025-05-20 02:22:52	17	60	8	4	1	0	2026237952	0	507696	116458	1687310336	3801612288	17224879581	9763889211
2025-05-20 02:22:53	17	60	8	4	1	0	2010378240	0	511450	116720	1695698944	3810697216	17326299136	9868971858
2025-05-20 02:22:54	17	60	8	4	1	0	2004320256	0	515133	116974	1708281856	3819659264	17412244583	9949928509
2025-05-20 02:22:55	17	60	8	4	1	0	1983156224	0	519293	117237	1716703232	3828789248	17515446679	10055054080
2025-05-20 02:22:56	17	60	8	4	1	0	1975361536	0	522871	117505	1725091840	3838062592	17616437628	10160323626
2025-05-20 02:22:58	17	60	8	4	1	0	2004312064	0	526741	117761	1733480448	3847168000	17703807790	10241429289
2025-05-20 02:22:59	17	60	8	4	1	0	2012733440	0	530919	118035	1741885440	3856592896	17808035209	10346852145
2025-05-20 02:23:00	17	60	8	4	1	0	2009092096	0	534560	118301	1750306816	3865845760	17909590936	10452100724
2025-05-20 02:23:01	17	60	8	4	1	0	2025926656	0	538367	118556	1762889728	3874902016	17996276349	10533152143
2025-05-20 02:23:02	17	60	8	4	1	0	2041184256	0	542522	118819	1771294720	3883974656	18099455052	10638225289
2025-05-20 02:23:03	17	60	8	4	1	0	2004201472	0	546401	119090	1779699712	3893313536	18202103957	10743559572
2025-05-20 02:23:04	17	60	8	4	1	0	1988096000	0	550023	119349	1788088320	3902447616	18288266043	10824691454
2025-05-20 02:23:05	17	60	8	4	1	0	1985404928	0	554214	119610	1796476928	3911483392	18391476370	10929722132
2025-05-20 02:23:06	17	60	8	4	1	0	1989804032	0	557498	119862	1804881920	3920486400	18475668582	11010720828
2025-05-20 02:23:08	17	60	8	4	1	0	2006888448	0	561630	120119	1817481216	3929374720	18577801962	11115607628
2025-05-20 02:23:09	17	60	8	4	1	0	2016661504	0	565169	120381	1825869824	3938467840	18677592034	11220697278
2025-05-20 02:23:10	17	60	8	4	1	0	1990098944	0	568965	120608	1834307584	3946409984	18761113640	11300630043
2025-05-20 02:23:11	17	60	8	4	1	0	2004000768	0	571843	120819	1842696192	3953704960	18839179047	11379923371
2025-05-20 02:23:12	17	60	8	4	1	0	2009669632	0	574378	121006	1846890496	3960360960	18898692834	11434572462
2025-05-20 02:23:13	17	60	8	4	1	0	2026082304	0	578419	121257	1855295488	3968884736	18999740072	11539092112
2025-05-20 02:23:14	17	60	8	4	1	0	2011762688	0	581713	121496	1863700480	3977277440	19082306330	11619481036
2025-05-20 02:23:15	17	60	8	4	1	0	2002083840	0	584949	121737	1872089088	3985797120	19165110140	11699996288
2025-05-20 02:23:16	17	60	8	4	1	0	1975500800	0	589071	121994	1880477696	3994578944	19267328895	11804775233
2025-05-20 02:23:18	17	60	8	4	1	0	1969393664	0	592244	122213	1888882688	4002177024	19347257988	11884370492
2025-05-20 02:23:19	17	60	8	4	1	0	1987256320	0	595375	122418	1897304064	4009160704	19425235571	11963347850
2025-05-20 02:23:20	17	60	8	4	1	0	2013384704	0	598567	122639	1905692672	4016857088	19505590908	12043040631
2025-05-20 02:23:21	17	60	8	4	1	0	1991909376	0	602094	122901	1914097664	4025843712	19605526252	12144025647
2025-05-20 02:23:22	17	60	8	4	1	0	1984475136	0	605963	123139	1920438272	4034232320	19691005527	12228408561
2025-05-20 02:23:23	17	60	8	4	1	0	2006728704	0	609203	123381	1920712704	4042653696	19773461232	12308824831
2025-05-20 02:23:24	16	58	8	4	1	0	1969860608	0	606124	123462	1920712704	4051607552	19513905210	12057853268
2025-05-20 02:23:25	13	52	8	4	1	0	1860325376	0	590393	123167	1920712704	4060569600	18518513864	11066853446
2025-05-20 02:23:27	8	43	8	4	1	0	1721499648	0	351354	120912	1032622080	4069605376	16260345308	6888010510
2025-05-20 02:23:28	4	14	8	4	1	0	1663610880	0	242331	98745	1010782208	3190620160	11242663104	3193235378
2025-05-20 02:23:29	7	52	8	4	1	0	1781661696	0	246874	98793	1082179584	3190661120	11508385018	3193254980
2025-05-20 02:23:30	8	63	8	4	1	0	2362060800	0	248131	98975	1091497984	3191316480	11763908918	3193889352
2025-05-20 02:23:31	8	63	8	4	1	0	2839408640	0	248627	98979	1091497984	3191316480	12011271700	3193889428
2025-05-20 02:23:32	8	63	8	4	1	0	2845708288	0	249023	98981	1091497984	3191320576	12213001590	3193889488
2025-05-20 02:23:33	8	63	8	4	1	0	2846060544	0	249405	98984	1091497984	3191320576	12407051489	3193889556
2025-05-20 02:23:34	8	63	8	4	1	0	2843860992	0	249901	98989	1091497984	3191320576	12657935287	3193889662
2025-05-20 02:23:35	8	63	8	4	1	0	2843873280	0	250112	98991	1091497984	3191320576	12764945178	3193889722
2025-05-20 02:23:36	8	63	8	4	1	0	2843881472	0	250432	98995	1091497984	3191320576	12926739085	3193889798
2025-05-20 02:23:38	8	63	8	4	1	0	2843926528	0	250435	98999	1091497984	3191320576	12926740985	3193889896
2025-05-20 02:23:39	8	63	8	4	1	0	2841706496	0	250495	99003	1091497984	3191320576	12954904782	3193889994
2025-05-20 02:23:40	8	63	8	4	1	0	2841718784	0	250650	99006	1091497984	3191320576	13033242677	3193890084
2025-05-20 02:23:42	8	63	8	4	1	0	2841755648	0	250739	99011	1091497984	3191324672	13075742491	3193890190
2025-05-20 02:23:44	8	63	8	4	1	0	2841763840	0	250752	99015	1091497984	3191324672	13080864398	3193890288
2025-05-20 02:23:45	8	63	8	4	1	0	2841788416	0	251294	99018	1091497984	3191324672	13356834304	3193890356
2025-05-20 02:23:46	8	63	8	4	1	0	2841804800	0	251831	99021	1091497984	3191324672	13630244209	3193890424
2025-05-20 02:23:47	8	63	8	4	1	0	2841812992	0	252264	99024	1091497984	3191328768	13850406115	3193890492
2025-05-20 02:23:48	8	63	8	4	1	0	2841817088	0	252661	99026	1091497984	3191328768	14052648014	3193890552
2025-05-20 02:23:49	8	63	8	4	1	0	2843602944	0	253097	99028	1091497984	3191328768	14274857913	3193890612
2025-05-20 02:23:50	8	63	8	4	1	0	2845007872	0	253730	99031	1091497984	3191328768	14597931811	3193890702
2025-05-20 02:23:51	4	14	8	4	1	0	1581457408	0	242700	98795	1010782208	3190665216	11497109579	3193247647
2025-05-20 02:23:52	4	14	8	4	1	0	1663610880	0	248036	101443	1010782208	3277049856	11595050249	3279621512
2025-05-20 02:23:53	6	27	8	4	1	0	2008997888	0	263707	101480	1015443456	3277053952	11923387387	3279639508
2025-05-20 02:23:54	7	38	8	4	1	0	2068955136	0	284899	101487	1015443456	3277074432	12269925414	3279639844
2025-05-20 02:23:55	7	38	8	4	1	0	2203185152	0	302993	101490	1015443456	3277074432	12566330243	3279639912
2025-05-20 02:23:56	7	38	8	4	1	0	2471632896	0	324842	101494	1015443456	3277078528	12924226112	3279640010
2025-05-20 02:23:58	7	38	8	4	1	0	2471661568	0	343802	101497	1015443456	3277078528	13234819491	3279640078
2025-05-20 02:23:59	7	38	8	4	1	0	2471665664	0	357164	101499	1015443456	3277078528	13453711614	3279640138
2025-05-20 02:24:00	7	38	8	4	1	0	2471673856	0	365038	101502	1015443456	3277078528	13582671969	3279640206
2025-05-20 02:24:01	7	38	8	4	1	0	2471677952	0	369360	101506	1015443456	3277078528	13653436356	3279640304
2025-05-20 02:24:02	7	38	8	4	1	0	2471702528	0	374254	101509	1015443456	3277078528	13733572391	3279640372
2025-05-20 02:24:04	7	38	8	4	1	0	2471714816	0	377675	101514	1015443456	3277078528	13789527535	3279640478
2025-05-20 02:24:05	7	38	8	4	1	0	2471751680	0	381176	101517	1015443456	3277078528	13846857038	3279640568
2025-05-20 02:24:06	7	38	8	4	1	0	3008647168	0	391487	101519	1015443456	3277078528	14015761581	3279640628
