Time,PID,Virt,Res,CPU,Memory,TCP Connections,Thread Count,User,System,Children_User,Children_System,IO,uss,swap,processor_num,core_num,cpu_num,cpu_ids,process_status,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
2025-05-20 02:21:34,14850,126185472,31145984,0.0,0.09332973466444806,0,2,0.07,0.01,0.0,0.0,0.0,16097280,0,1,1,1,0,running,129,1,0,0,8002229,9
2025-05-20 02:21:36,14850,128712704,33898496,4.2,0.10157770700722937,0,2,0.12,0.01,0.0,0.0,0.0,18972672,0,1,1,1,0,sleeping,129,3,0,0,8002229,22
2025-05-20 02:21:37,14850,133361664,38318080,14.3,0.11482110307547495,0,2,0.26,0.03,0.0,0.0,0.0,23310336,0,1,1,1,0,sleeping,257,7,0,0,16002028,7999760
2025-05-20 02:21:38,14850,133361664,38318080,0.0,0.11482110307547495,0,2,0.26,0.03,0.0,0.0,0.0,23310336,0,1,1,1,0,sleeping,257,7,0,0,16002028,7999760
2025-05-20 02:21:39,14850,133361664,38318080,0.0,0.11482110307547495,0,2,0.26,0.03,0.0,0.0,0.0,23310336,0,1,1,1,0,sleeping,257,7,0,0,16002028,7999760
2025-05-20 02:21:40,14850,143187968,45133824,0.9,0.1352446536385525,0,2,0.26,0.04,0.0,0.0,0.0,30208000,0,1,1,1,0,running,385,9,0,0,24001637,15999551
2025-05-20 02:21:41,14850,137207808,37281792,13.3,0.11171583967856473,0,2,0.41,0.04,0.0,0.0,0.0,22278144,0,1,1,1,0,sleeping,385,11,0,0,24001637,15999564
2025-05-20 02:21:42,14850,137207808,37281792,0.0,0.11171583967856473,0,2,0.41,0.04,0.0,0.0,0.0,22278144,0,1,1,1,0,sleeping,385,11,0,0,24001637,15999564
2025-05-20 02:21:43,14850,144896000,46981120,12.6,0.14078012317217506,0,2,0.54,0.05,0.0,0.0,0.0,31985664,0,2,2,1,0,sleeping,513,15,0,0,32001322,23999178
2025-05-20 02:21:45,14850,144896000,46981120,0.0,0.14078012317217506,0,2,0.54,0.05,0.0,0.0,0.0,31985664,0,2,2,1,0,sleeping,513,15,0,0,32001322,23999178
2025-05-20 02:21:46,14850,144896000,46981120,11.6,0.14078012317217506,0,2,0.67,0.05,0.0,0.0,0.0,31989760,0,2,2,1,0,sleeping,641,19,0,0,40000999,31998868
2025-05-20 02:21:47,14850,144896000,46981120,0.0,0.14078012317217506,0,2,0.67,0.05,0.0,0.0,0.0,31989760,0,2,2,1,0,sleeping,641,19,0,0,40000999,31998868
2025-05-20 02:21:48,14850,158601216,63627264,13.0,0.19066071781661445,0,2,0.8,0.07,0.0,0.0,0.0,48758784,0,2,2,1,0,sleeping,769,23,0,0,48000592,39998550
2025-05-20 02:21:49,14850,158601216,63627264,0.0,0.19066071781661445,0,2,0.8,0.07,0.0,0.0,0.0,48758784,0,2,2,1,0,sleeping,769,23,0,0,48000592,39998550
2025-05-20 02:21:50,14850,158601216,63627264,0.0,0.19066071781661445,0,2,0.8,0.07,0.0,0.0,0.0,48758784,0,2,2,1,0,sleeping,769,23,0,0,48000592,39998550
2025-05-20 02:21:51,14850,136413184,41570304,13.1,0.12456647515905882,0,2,0.94,0.08,0.0,0.0,0.0,26714112,0,2,2,1,0,sleeping,897,27,0,0,56000079,47998148
2025-05-20 02:21:53,14850,136413184,41570304,0.0,0.12456647515905882,0,2,0.94,0.08,0.0,0.0,0.0,26714112,0,2,2,1,0,sleeping,897,27,0,0,56000079,47998148
2025-05-20 02:21:54,14850,136683520,41566208,12.2,0.12455420139069161,0,2,1.08,0.08,0.0,0.0,0.0,26591232,0,2,2,1,0,sleeping,1025,31,0,0,63999570,55997640
