Time,PID,Virt,Res,CPU,Memory,TCP Connections,Thread Count,User,System,Children_User,Children_System,IO,uss,swap,processor_num,core_num,cpu_num,processor_ids,core_ids,cpu_ids,process_status,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
2025-11-05 17:33:17,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:18,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:19,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:20,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:21,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:22,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:23,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:24,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:25,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:26,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:27,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
2025-11-05 17:33:28,2855499,7553024,3629056,0.0,0.003584081210264129,0,1,0.0,0.0,0.0,0.0,0.0,307200,0,1,1,1,14,4,1,sleeping,28,2,0,0,11194,117
