Time,PID,Virt,Res,CPU,Memory,TCP Connections,Thread Count,User,System,Children_User,Children_System,IO,uss,swap,processor_num,core_num,cpu_num,processor_ids,core_ids,cpu_ids,process_status,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
2025-11-05 17:34:50,2855692,14548992,10452992,0.0,0.010323448361844309,0,1,0.21,0.01,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,302,1667,0,0,2388912,13656064
2025-11-05 17:34:51,2855692,14548992,10452992,99.9,0.010323448361844309,0,1,1.21,0.04,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,1835,14253,0,0,14947248,116760576
2025-11-05 17:34:52,2855692,14548992,10452992,100.9,0.010323448361844309,0,1,2.24,0.05,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,3353,25392,0,0,27382704,208011264
2025-11-05 17:34:53,2855692,14548992,10452992,99.0,0.010323448361844309,0,1,3.22,0.09,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,4601,47764,0,0,37606320,391282688
2025-11-05 17:34:55,2855692,14548992,10452992,99.9,0.010323448361844309,0,1,4.13,0.21,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,5414,87645,0,0,44266416,717987840
2025-11-05 17:34:56,2855692,14548992,10452992,99.9,0.010323448361844309,0,1,5.14,0.23,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,6979,99256,0,0,57086896,813105152
2025-11-05 17:34:57,2855692,14548992,10452992,100.9,0.010323448361844309,0,1,6.14,0.27,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,8534,110180,0,0,69825456,902594560
2025-11-05 17:34:58,2855692,14548992,10452992,100.0,0.010323448361844309,0,1,7.14,0.3,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,10129,122904,0,0,82891696,1006829568
2025-11-05 17:34:59,2855692,14548992,10452992,99.0,0.010323448361844309,0,1,8.14,0.32,0.0,0.0,0.0,8634368,0,1,1,1,36,9,1,running,11726,134686,0,0,95974320,1103347712
2025-11-05 17:35:00,2855692,14548992,10452992,100.0,0.010323448361844309,0,1,9.14,0.35,0.0,0.0,0.0,8634368,0,1,1,1,16,9,1,running,13368,145362,0,0,109425584,1190805504
2025-11-05 17:35:01,2855692,14548992,10452992,100.0,0.010323448361844309,0,1,10.15,0.37,0.0,0.0,0.0,8634368,0,1,1,1,16,9,1,running,14965,155315,0,0,122508208,1272340480
2025-11-05 17:35:02,2855692,14548992,10452992,101.0,0.010323448361844309,0,1,11.17,0.39,0.0,0.0,0.0,8634368,0,1,1,1,16,9,1,running,16536,166926,0,0,135377840,1367457792
